Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000092,DEF,Dylan Shiel,Essendon,Port Adelaide,11970,78.67,78.67,CONFIRMED IN TEAM TO PLAY,97,6
8000120,MID,Zach Merrett,Essendon,Port Adelaide,16200,114,114,CONFIRMED IN TEAM TO PLAY,108,43
8000356,MID,Travis Boak,Port Adelaide,Essendon,11840,98,98,CONFIRMED IN TEAM TO PLAY,82,32
8000356,FWD,Travis Boak,Port Adelaide,Essendon,11840,98,98,CONFIRMED IN TEAM TO PLAY,82,32
8000376,MID,Ollie Wines,Port Adelaide,Essendon,14520,97.5,97.5,CONFIRMED IN TEAM TO PLAY,100,22
8000389,FWD,Jade Gresham,Essendon,Port Adelaide,7520,64.67,64.67,CONFIRMED IN TEAM TO PLAY,95,7
8000478,FWD,Darcy Byrne-Jones,Port Adelaide,Essendon,8350,59,59,CONFIRMED IN TEAM TO PLAY,74,8
8000571,DEF,Aliir Aliir,Port Adelaide,Essendon,8600,60,60,CONFIRMED IN TEAM TO PLAY,62,6
8000575,DEF,Mason Redman,Essendon,Port Adelaide,12470,80,80,CONFIRMED IN TEAM TO PLAY,95,6
8000682,DEF,Ben McKay,Essendon,Port Adelaide,6190,37,37,CONFIRMED IN TEAM TO PLAY,41,6
8000744,RK,Sam Draper,Essendon,Port Adelaide,10180,71.33,71.33,CONFIRMED IN TEAM TO PLAY,59,38
8000744,FWD,Sam Draper,Essendon,Port Adelaide,10180,71.33,71.33,CONFIRMED IN TEAM TO PLAY,59,38
8000751,DEF,Andrew McGrath,Essendon,Port Adelaide,11940,66.33,66.33,CONFIRMED IN TEAM TO PLAY,35,18
8000756,DEF,Jordan Ridley,Essendon,Port Adelaide,12040,49,49,CONFIRMED IN TEAM TO PLAY,72,12
8000784,DEF,Esava Ratugolea,Port Adelaide,Essendon,6510,0,0,CONFIRMED IN TEAM TO PLAY,54,8
8000784,FWD,Esava Ratugolea,Port Adelaide,Essendon,6510,0,0,CONFIRMED IN TEAM TO PLAY,54,8
8000841,MID,Willem Drew,Port Adelaide,Essendon,12920,83,83,CONFIRMED IN TEAM TO PLAY,54,17
8000852,FWD,Sam Powell-Pepper,Port Adelaide,Essendon,8990,58.5,58.5,CONFIRMED IN TEAM TO PLAY,68,9
8000857,RK,Ivan Soldo,Port Adelaide,Essendon,10900,0,0,CONFIRMED IN TEAM TO PLAY,26,9
8000892,FWD,Willie Rioli,Port Adelaide,Essendon,9040,68.5,68.5,CONFIRMED IN TEAM TO PLAY,49,12
8000980,DEF,Kane Farrell,Port Adelaide,Essendon,12820,101,101,CONFIRMED IN TEAM TO PLAY,61,27
8001419,MID,Jye Caldwell,Essendon,Port Adelaide,15360,114.33,114.33,CONFIRMED IN TEAM TO PLAY,100,45
8001445,MID,Xavier Duursma,Essendon,Port Adelaide,12470,87.33,87.33,CONFIRMED IN TEAM TO PLAY,112,12
8001449,MID,Connor Rozee,Port Adelaide,Essendon,15980,128.5,128.5,CONFIRMED IN TEAM TO PLAY,84,61
8001482,RK,Jordon Sweet,Port Adelaide,Essendon,12420,85.5,85.5,CONFIRMED IN TEAM TO PLAY,92,18
8001505,DEF,Jaxon Prior,Essendon,Port Adelaide,7350,65,65,CONFIRMED IN TEAM TO PLAY,72,19
8001517,RK,Nick Bryan,Essendon,Port Adelaide,9950,73.33,73.33,CONFIRMED IN TEAM TO PLAY,67,47
8001520,MID,Harrison Jones,Essendon,Port Adelaide,9230,59.33,59.33,CONFIRMED IN TEAM TO PLAY,57,11
8001520,FWD,Harrison Jones,Essendon,Port Adelaide,9230,59.33,59.33,CONFIRMED IN TEAM TO PLAY,57,11
8001561,DEF,Miles Bergman,Port Adelaide,Essendon,10980,77.5,77.5,CONFIRMED IN TEAM TO PLAY,104,29
8001561,MID,Miles Bergman,Port Adelaide,Essendon,10980,77.5,77.5,CONFIRMED IN TEAM TO PLAY,104,29
8001563,FWD,Mitch Georgiades,Port Adelaide,Essendon,9600,67.5,67.5,CONFIRMED IN TEAM TO PLAY,62,15
8001564,MID,Jackson Mead,Port Adelaide,Essendon,9380,78.5,78.5,CONFIRMED IN TEAM TO PLAY,54,33
8001564,FWD,Jackson Mead,Port Adelaide,Essendon,9380,78.5,78.5,CONFIRMED IN TEAM TO PLAY,54,33
8001748,DEF,Zach Reid,Essendon,Port Adelaide,6000,65.67,65.67,CONFIRMED IN TEAM TO PLAY,83,20
8001816,MID,Sam Durham,Essendon,Port Adelaide,12670,76.67,76.67,CONFIRMED IN TEAM TO PLAY,95,9
8001845,FWD,Ben Hobbs,Essendon,Port Adelaide,7530,52.67,52.67,CONFIRMED IN TEAM TO PLAY,65,39
8001845,MID,Ben Hobbs,Essendon,Port Adelaide,7530,52.67,52.67,CONFIRMED IN TEAM TO PLAY,65,39
8001847,MID,Nic Martin,Essendon,Port Adelaide,15060,83.67,83.67,CONFIRMED IN TEAM TO PLAY,73,29
8001847,FWD,Nic Martin,Essendon,Port Adelaide,15060,83.67,83.67,CONFIRMED IN TEAM TO PLAY,73,29
8001887,MID,Jason Horne-Francis,Port Adelaide,Essendon,12860,72,72,CONFIRMED IN TEAM TO PLAY,74,37
8001887,FWD,Jason Horne-Francis,Port Adelaide,Essendon,12860,72,72,CONFIRMED IN TEAM TO PLAY,74,37
8001888,MID,Jase Burgoyne,Port Adelaide,Essendon,12930,85,85,CONFIRMED IN TEAM TO PLAY,112,28
8001888,DEF,Jase Burgoyne,Port Adelaide,Essendon,12930,85,85,CONFIRMED IN TEAM TO PLAY,112,28
8001890,DEF,Josh Sinn,Port Adelaide,Essendon,7200,70,70,CONFIRMED IN TEAM TO PLAY,69,37
8001951,FWD,Jye Menzie,Essendon,Port Adelaide,6000,27.5,27.5,CONFIRMED IN TEAM TO PLAY,43,2
8002285,FWD,Joe Richards,Port Adelaide,Essendon,8820,72.5,72.5,CONFIRMED IN TEAM TO PLAY,61,22
8002438,FWD,Nate Caddy,Essendon,Port Adelaide,6930,50.67,50.67,CONFIRMED IN TEAM TO PLAY,69,4
8002440,DEF,Archie Roberts,Essendon,Port Adelaide,11780,79,79,CONFIRMED IN TEAM TO PLAY,94,10
8002440,MID,Archie Roberts,Essendon,Port Adelaide,11780,79,79,CONFIRMED IN TEAM TO PLAY,94,10
8002515,MID,Saad El-Hawli,Essendon,Port Adelaide,6000,17,17,NAMED AS EMERGENCY RESERVE,17,3
8002515,DEF,Saad El-Hawli,Essendon,Port Adelaide,6000,17,17,NAMED AS EMERGENCY RESERVE,17,3
8002519,DEF,Logan Evans,Port Adelaide,Essendon,9790,65.5,65.5,CONFIRMED IN TEAM TO PLAY,36,17
8002542,FWD,Thomas Edwards,Essendon,Port Adelaide,6000,40,40,CONFIRMED IN TEAM TO PLAY,22,13
8002545,FWD,Isaac Kako,Essendon,Port Adelaide,7000,45,45,CONFIRMED IN TEAM TO PLAY,40,7
8002573,FWD,Joe Berry,Port Adelaide,Essendon,6000,44.5,44.5,CONFIRMED IN TEAM TO PLAY,57,5
8002574,MID,Tom Cochrane,Port Adelaide,Essendon,6000,0,0,NAMED AS EMERGENCY RESERVE,13,1
8002576,MID,Christian Moraes,Port Adelaide,Essendon,6150,60,60,CONFIRMED IN TEAM TO PLAY,93,40
