Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status
8000156,MID,Matt Crouch,Adelaide Crows,Geelong Cats,15140,91.67,91.67,"NAMED IN TEAM TO PLAY, Injury Cloud"
8000162,DEF,Rory Laird,Adelaide Crows,Geelong Cats,14600,89.5,83.67,NAMED IN TEAM TO PLAY
8000168,DEF,Wayne Milera,Adelaide Crows,Geelong Cats,9720,57.75,61,NAMED IN TEAM TO PLAY
8000175,FWD,Taylor Walker,Adelaide Crows,Geelong Cats,9370,75.25,84,NAMED IN TEAM TO PLAY
8000405,DEF,Mark Blicavs,Geelong Cats,Adelaide Crows,10890,76.33,76.33,"NAMED IN TEAM TO PLAY, Injury Cloud"
8000405,RK,Mark Blicavs,Geelong Cats,Adelaide Crows,10890,76.33,76.33,"NAMED IN TEAM TO PLAY, Injury Cloud"
8000408,MID,Patrick Dangerfield,Geelong Cats,Adelaide Crows,11390,72.25,76.67,NAMED IN TEAM TO PLAY
8000408,FWD,Patrick Dangerfield,Geelong Cats,Adelaide Crows,11390,72.25,76.67,NAMED IN TEAM TO PLAY
8000409,DEF,Mitch Duncan,Geelong Cats,Adelaide Crows,10480,0,0,NAMED AS EMERGENCY RESERVE
8000426,RK,Rhys Stanley,Geelong Cats,Adelaide Crows,10280,78,78,NAMED IN TEAM TO PLAY
8000514,FWD,Alex Neal-Bullen,Adelaide Crows,Geelong Cats,11040,71,68.67,NAMED IN TEAM TO PLAY
8000524,FWD,Ben Keays,Adelaide Crows,Geelong Cats,13500,94.25,100.67,NAMED IN TEAM TO PLAY
8000553,FWD,Jeremy Cameron,Geelong Cats,Adelaide Crows,12620,75.25,66.67,NAMED IN TEAM TO PLAY
8000668,RK,Reilly O'Brien,Adelaide Crows,Geelong Cats,12660,78.5,72,NAMED IN TEAM TO PLAY
8000711,DEF,Mitchell Hinge,Adelaide Crows,Geelong Cats,11090,83.75,85.33,NAMED IN TEAM TO PLAY
8000775,DEF,Zach Guthrie,Geelong Cats,Adelaide Crows,13310,97,98.33,NAMED IN TEAM TO PLAY
8000781,DEF,Mark O'Connor,Geelong Cats,Adelaide Crows,7790,58.25,61.33,NAMED IN TEAM TO PLAY
8000781,MID,Mark O'Connor,Geelong Cats,Adelaide Crows,7790,58.25,61.33,NAMED IN TEAM TO PLAY
8000786,DEF,Tom Stewart,Geelong Cats,Adelaide Crows,13710,70.67,70.67,NAMED IN TEAM TO PLAY
8000786,MID,Tom Stewart,Geelong Cats,Adelaide Crows,13710,70.67,70.67,NAMED IN TEAM TO PLAY
