Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %,Exclude,Date
7000808,SF,Kyle Anderson,Miami Heat,Detroit Pistons,6320,14.51,13.08,,0,0,,19032025
7000808,PF,Kyle Anderson,Miami Heat,Detroit Pistons,6320,14.51,13.08,,0,0,,19032025
7000810,PG,Cory Joseph,Orlando Magic,Houston Rockets,6080,6.63,21.5,IN STARTING LINEUP,21.75,10,,19032025
7000823,PF,Jae Crowder,Sacramento Kings,Cleveland Cavaliers,6000,7.54,2.92,,0,0,,19032025
7000823,C,Jae Crowder,Sacramento Kings,Cleveland Cavaliers,6000,7.54,2.92,,0,0,,19032025
7000854,PF,Aaron Gordon,Denver Nuggets,Los Angeles Lakers,11690,25.86,30.42,IN STARTING LINEUP,43.75,3,,19032025
7000854,C,Aaron Gordon,Denver Nuggets,Los Angeles Lakers,11690,25.86,30.42,IN STARTING LINEUP,43.75,3,,19032025
7000855,C,Nikola Vucevic,Chicago Bulls,Phoenix Suns,15230,40.11,35.42,IN STARTING LINEUP,42,1,,19032025
7000858,PF,Tobias Harris,Detroit Pistons,Miami Heat,11430,28.32,26.08,IN STARTING LINEUP,31.75,2,,19032025
7000873,PF,Julius Randle,Minnesota Timberwolves,New Orleans Pelicans,15240,36.04,29.67,IN STARTING LINEUP,25.25,2,,19032025
7000873,C,Julius Randle,Minnesota Timberwolves,New Orleans Pelicans,15240,36.04,29.67,IN STARTING LINEUP,25.25,2,,19032025
7000875,SG,Jordan Clarkson,Utah Jazz,Washington Wizards,10900,28.4,24.42,,21.75,0,,19032025
7000923,C,Bismack Biyombo,San Antonio Spurs,New York Knicks,6580,15.88,10.5,,8.5,0,,19032025
7000984,C,Kelly Olynyk,New Orleans Pelicans,Minnesota Timberwolves,10640,19.94,26.92,IN STARTING LINEUP,21.5,1,,19032025
7000985,PG,Marcus Smart,Washington Wizards,Utah Jazz,8520,20.01,25.25,,9.5,1,,19032025
7000985,SG,Marcus Smart,Washington Wizards,Utah Jazz,8520,20.01,25.25,,9.5,1,,19032025
7000987,PF,Jeff Green,Houston Rockets,Orlando Magic,6000,8.92,4.33,,2,0,,19032025
7000987,C,Jeff Green,Houston Rockets,Orlando Magic,6000,8.92,4.33,,2,0,,19032025
7000988,C,Dwight Powell,Dallas Mavericks,Indiana Pacers,6000,7.65,11.08,,5.75,0,,19032025
7001014,SF,DeMar DeRozan,Sacramento Kings,Cleveland Cavaliers,14730,35.91,35.42,IN STARTING LINEUP,36.75,6,,19032025
