Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000004,MID,Patrick Cripps,Carlton,Geelong Cats,13450,81.5,73,CONFIRMED IN TEAM TO PLAY,131,25
8000005,FWD,Charlie Curnow,Carlton,Geelong Cats,10130,58.4,70.67,CONFIRMED IN TEAM TO PLAY,86,8
8000022,DEF,Jacob Weitering,Carlton,Geelong Cats,9370,65.83,62.33,CONFIRMED IN TEAM TO PLAY,76,8
8000099,FWD,Zac Williams,Carlton,Geelong Cats,8650,57.17,75.67,CONFIRMED IN TEAM TO PLAY,25,33
8000147,DEF,Adam Saad,Carlton,Geelong Cats,10570,70.5,72.33,CONFIRMED IN TEAM TO PLAY,83,33
8000167,DEF,Mitch McGovern,Carlton,Geelong Cats,10520,67.83,86,CONFIRMED IN TEAM TO PLAY,78,33
8000231,MID,George Hewett,Carlton,Geelong Cats,16770,115,117.67,CONFIRMED IN TEAM TO PLAY,114,33
8000379,MID,Blake Acres,Carlton,Geelong Cats,12320,76.4,85.33,CONFIRMED IN TEAM TO PLAY,71,8
8000405,DEF,Mark Blicavs,Geelong Cats,Carlton,10130,66,59.33,CONFIRMED IN TEAM TO PLAY,69,8
8000405,MID,Mark Blicavs,Geelong Cats,Carlton,10130,66,59.33,CONFIRMED IN TEAM TO PLAY,69,8
8000408,MID,Patrick Dangerfield,Geelong Cats,Carlton,11960,75.5,86,CONFIRMED IN TEAM TO PLAY,46,33
8000408,FWD,Patrick Dangerfield,Geelong Cats,Carlton,11960,75.5,86,CONFIRMED IN TEAM TO PLAY,46,33
8000426,RK,Rhys Stanley,Geelong Cats,Carlton,11370,68.33,68.33,CONFIRMED IN TEAM TO PLAY,71,33
8000537,DEF,Nick Haynes,Carlton,Geelong Cats,10900,67.33,71,CONFIRMED IN TEAM TO PLAY,92,0
8000553,FWD,Jeremy Cameron,Geelong Cats,Carlton,12760,76.83,86.67,CONFIRMED IN TEAM TO PLAY,92,8
8000637,DEF,Jack Silvagni,Carlton,Geelong Cats,11280,75.33,73.67,CONFIRMED IN TEAM TO PLAY,68,8
8000723,FWD,Harry McKay,Carlton,Geelong Cats,10040,39,39,CONFIRMED IN TEAM TO PLAY,113,8
8000775,DEF,Zach Guthrie,Geelong Cats,Carlton,13300,86.5,93.33,CONFIRMED IN TEAM TO PLAY,65,8
8000781,DEF,Mark O'Connor,Geelong Cats,Carlton,8170,57.17,59.33,CONFIRMED IN TEAM TO PLAY,61,17
8000781,MID,Mark O'Connor,Geelong Cats,Carlton,8170,57.17,59.33,CONFIRMED IN TEAM TO PLAY,61,17
8000786,DEF,Tom Stewart,Geelong Cats,Carlton,12950,68,59,CONFIRMED IN TEAM TO PLAY,44,25
8000786,MID,Tom Stewart,Geelong Cats,Carlton,12950,68,59,CONFIRMED IN TEAM TO PLAY,44,25
8000789,MID,Jack Bowes,Geelong Cats,Carlton,10610,60.83,65.33,CONFIRMED IN TEAM TO PLAY,67,0
8000789,DEF,Jack Bowes,Geelong Cats,Carlton,10610,60.83,65.33,CONFIRMED IN TEAM TO PLAY,67,0
8000858,FWD,Tyson Stengle,Geelong Cats,Carlton,8250,55.67,49,CONFIRMED IN TEAM TO PLAY,50,0
8000918,RK,Tom De Koning,Carlton,Geelong Cats,15340,98,73,CONFIRMED IN TEAM TO PLAY,117,50
8000936,MID,Adam Cerra,Carlton,Geelong Cats,14090,99.17,105,CONFIRMED IN TEAM TO PLAY,91,58
8000945,FWD,Lachie Fogarty,Carlton,Geelong Cats,7730,53.67,59.33,CONFIRMED IN TEAM TO PLAY,67,8
