Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000331,FWD,Jamie Cripps,West Coast Eagles,Hawthorn,9750,61.5,65,CONFIRMED IN TEAM TO PLAY,63,9
8000333,DEF,Liam Duggan,West Coast Eagles,Hawthorn,11980,68.5,72.67,CONFIRMED IN TEAM TO PLAY,69,9
8000333,MID,Liam Duggan,West Coast Eagles,Hawthorn,11980,68.5,72.67,CONFIRMED IN TEAM TO PLAY,69,9
8000344,DEF,Jeremy McGovern,West Coast Eagles,Hawthorn,12120,69.5,72.33,CONFIRMED IN TEAM TO PLAY,61,22
8000355,DEF,Karl Amon,Hawthorn,West Coast Eagles,14820,94.5,86,CONFIRMED IN TEAM TO PLAY,65,35
8000365,DEF,Jarman Impey,Hawthorn,West Coast Eagles,10620,53.5,46.67,CONFIRMED IN TEAM TO PLAY,62,0
8000437,FWD,Jack Gunston,Hawthorn,West Coast Eagles,11110,84.5,93,CONFIRMED IN TEAM TO PLAY,92,61
8000438,FWD,Blake Hardwick,Hawthorn,West Coast Eagles,10010,62.67,61,CONFIRMED IN TEAM TO PLAY,57,9
8000438,DEF,Blake Hardwick,Hawthorn,West Coast Eagles,10010,62.67,61,CONFIRMED IN TEAM TO PLAY,57,9
8000451,DEF,James Sicily,Hawthorn,West Coast Eagles,14260,82.33,81.33,CONFIRMED IN TEAM TO PLAY,81,9
8000492,DEF,Tom Cole,West Coast Eagles,Hawthorn,10140,55.75,44.67,CONFIRMED IN TEAM TO PLAY,64,0
8000546,MID,Jayden Hunt,West Coast Eagles,Hawthorn,8660,48.17,52.67,CONFIRMED IN TEAM TO PLAY,60,4
8000626,DEF,Tom Barrass,Hawthorn,West Coast Eagles,8220,47.33,47.33,CONFIRMED IN TEAM TO PLAY,35,13
8000691,FWD,Mabior Chol,Hawthorn,West Coast Eagles,9540,51,48,CONFIRMED IN TEAM TO PLAY,114,22
8000691,RK,Mabior Chol,Hawthorn,West Coast Eagles,9540,51,48,CONFIRMED IN TEAM TO PLAY,114,22
